sp_key,n_cells_br
W-Pol-130988,355
W-Pol-131000,176
W-Pol-131002,675
W-Pol-131018,281
W-Pol-131036,289
W-Pol-131038,156
W-Pol-131040,179
W-Pol-131051,541
W-Pol-131055,233
W-Pol-131065,215
W-Pol-131074,223
W-Pol-131106,75
W-Pol-131107,209
W-Pol-131115,381
W-Pol-131116,1101
W-Pol-131121,598
W-Pol-131125,199
W-Pol-131128,1346
W-Pol-131135,183
W-Pol-131140,478
W-Pol-131143,451
W-Pol-131153,2263
W-Pol-131157,229
W-Pol-131164,1251
W-Pol-131166,369
W-Pol-131167,176
W-Pol-131183,424
W-Pol-131187,1190
W-Pol-131188,759
W-Pol-131190,299
W-Pol-131191,247
W-Pol-131210,215
W-Pol-131218,473
W-Pol-131242,1042
W-Pol-131279,219
W-Pol-131288,273
W-Pol-131290,2308
W-Pol-131321,295
W-Pol-131386,175
W-Pol-131392,220
W-Pol-131393,247
W-Pol-131394,272
W-Pol-131404,111
W-Pol-131409,293
W-Pol-131413,167
W-Pol-131414,400
W-Pol-131415,585
W-Pol-131435,811
W-Pol-131452,317
W-Pol-131458,268
W-Pol-131465,595
W-Pol-131467,483
W-Pol-131471,447
W-Pol-131474,1189
W-Pol-131489,816
W-Pol-131495,672
W-Pol-131499,340
W-Pol-131502,160
W-Pol-131503,172
W-Pol-131508,424
W-Pol-131516,1167
W-Pol-131523,608
W-Pol-131534,193
W-Pol-131543,345
W-Pol-131544,695
W-Pol-131573,2061
W-Pol-131574,1137
W-Pol-146932,546
W-Pol-152367,128
W-Pol-152393,212
W-Pol-153847,227
W-Pol-154127,379
W-Pol-155207,241
W-Pol-155463,227
W-Pol-156432,82
W-Pol-157145,371
W-Pol-157147,383
W-Pol-157167,201
W-Pol-157168,248
W-Pol-157174,247
W-Pol-157179,190
W-Pol-157203,337
W-Pol-157219,236
W-Pol-157220,290
W-Pol-157265,238
W-Pol-157288,218
W-Pol-157290,229
W-Pol-157292,200
W-Pol-157317,961
W-Pol-157322,211
W-Pol-157324,82
W-Pol-157337,205
W-Pol-157340,288
W-Pol-157341,199
W-Pol-157357,582
W-Pol-157358,82
W-Pol-157378,174
W-Pol-157388,589
W-Pol-157392,175
W-Pol-157393,231
W-Pol-157395,175
W-Pol-157396,95
W-Pol-157399,252
W-Pol-157400,224
W-Pol-157407,265
W-Pol-157414,103
W-Pol-157441,228
W-Pol-157447,169
W-Pol-157450,147
W-Pol-157465,262
W-Pol-157470,312
W-Pol-157482,271
W-Pol-157483,627
W-Pol-157486,190
W-Pol-157487,287
W-Pol-157490,268
W-Pol-157499,132
W-Pol-157501,256
W-Pol-157502,189
W-Pol-157504,292
W-Pol-157505,235
W-Pol-157513,140
W-Pol-157515,220
W-Pol-157521,505
W-Pol-157522,209
W-Pol-157523,119
W-Pol-157524,195
W-Pol-157530,259
W-Pol-157541,218
W-Pol-157542,232
W-Pol-157543,108
W-Pol-157545,137
W-Pol-157550,143
W-Pol-157567,168
W-Pol-157568,378
W-Pol-157569,192
W-Pol-157583,1406
W-Pol-159918,196
W-Pol-195986,250
W-Pol-195989,340
W-Pol-195991,157
W-Pol-209658,1
W-Pol-209795,123
W-Pol-209811,290
W-Pol-209817,226
W-Pol-209824,42
W-Pol-209825,526
W-Pol-209828,137
W-Pol-209885,296
W-Pol-209907,172
W-Pol-209920,209
W-Pol-209935,1
W-Pol-209944,234
W-Pol-214466,77
W-Pol-231877,166
W-Pol-234846,85
W-Pol-238208,350
W-Pol-265812,266
W-Pol-265888,115
W-Pol-265923,167
W-Pol-265973,747
W-Pol-266009,129
W-Pol-266010,280
W-Pol-266012,57
W-Pol-326208,218
W-Pol-326344,501
W-Pol-326388,190
W-Pol-326667,583
W-Pol-326674,129
W-Pol-326851,248
W-Pol-326864,214
W-Pol-326914,116
W-Pol-326961,193
W-Pol-326964,71
W-Pol-327112,168
W-Pol-327198,139
W-Pol-327206,247
W-Pol-327285,225
W-Pol-327326,132
W-Pol-327357,95
W-Pol-327396,201
W-Pol-327401,196
W-Pol-327435,70
W-Pol-327545,161
W-Pol-327679,164
W-Pol-327684,144
W-Pol-327710,83
W-Pol-327882,163
W-Pol-327967,192
W-Pol-327985,134
W-Pol-327986,83
W-Pol-328104,186
W-Pol-328176,218
W-Pol-328220,80
W-Pol-328339,196
W-Pol-328382,198
W-Pol-328431,89
W-Pol-328772,87
W-Pol-328850,209
W-Pol-328870,225
W-Pol-329151,105
W-Pol-329153,180
W-Pol-329160,200
W-Pol-329174,159
W-Pol-329205,166
W-Pol-329210,133
W-Pol-329213,134
W-Pol-329254,153
W-Pol-329276,218
W-Pol-329358,123
W-Pol-329415,122
W-Pol-329542,135
W-Pol-329561,327
W-Pol-329639,43
W-Pol-329802,106
W-Pol-329812,76
W-Pol-329878,165
W-Pol-330009,196
W-Pol-330066,230
W-Pol-330201,106
W-Pol-330256,104
W-Pol-330328,169
W-Pol-330372,126
W-Pol-330406,206
W-Pol-330431,102
W-Pol-330458,99
W-Pol-330500,50
W-Pol-330507,200
W-Pol-330562,140
W-Pol-330754,1209
W-Pol-330841,379
W-Pol-331035,132
W-Pol-331360,112
W-Pol-331441,158
W-Pol-331696,228
W-Pol-331798,95
W-Pol-331993,168
W-Pol-331997,287
W-Pol-332000,107
W-Pol-332028,29
W-Pol-332233,165
W-Pol-332237,184
W-Pol-332332,156
W-Pol-332370,165
W-Pol-332560,107
W-Pol-332640,181
W-Pol-332712,163
W-Pol-332771,161
W-Pol-332786,342
W-Pol-332856,172
W-Pol-332886,341
W-Pol-332892,209
W-Pol-332921,72
W-Pol-332927,100
W-Pol-332932,249
W-Pol-332992,517
W-Pol-333110,200
W-Pol-333121,136
W-Pol-333150,139
W-Pol-333269,299
W-Pol-333271,76
W-Pol-333276,130
W-Pol-333345,166
W-Pol-333437,49
W-Pol-333453,1094
W-Pol-333622,46
W-Pol-333641,168
W-Pol-333656,49
W-Pol-333702,171
W-Pol-333712,43
W-Pol-333715,144
W-Pol-333721,192
W-Pol-333727,174
W-Pol-333806,100
W-Pol-333833,326
W-Pol-333891,328
W-Pol-333955,213
W-Pol-334003,139
W-Pol-334031,74
W-Pol-334037,322
W-Pol-334038,229
W-Pol-334058,244
W-Pol-334062,90
W-Pol-334063,118
W-Pol-334111,17
W-Pol-334156,394
W-Pol-334162,290
W-Pol-334177,501
W-Pol-334241,421
W-Pol-334364,100
W-Pol-334421,212
W-Pol-334441,158
W-Pol-334446,1
W-Pol-334459,41
W-Pol-334501,259
W-Pol-334506,1928
W-Pol-334510,90
W-Pol-334512,753
W-Pol-334533,254
W-Pol-334541,197
W-Pol-334544,233
W-Pol-334555,50
W-Pol-334600,218
W-Pol-334720,123
W-Pol-334731,23
W-Pol-334829,197
W-Pol-334900,137
W-Pol-335016,204
W-Pol-337522,163
W-Pol-337587,135
W-Pol-338020,224
W-Pol-421018,153
W-Pol-421019,99
W-Pol-421033,169
W-Pol-421037,46
W-Pol-421049,181
W-Pol-421051,177
W-Pol-421055,113
W-Pol-421057,99
W-Pol-421079,98
W-Pol-421083,115
W-Pol-429077,12
W-Pol-558737,243
W-Pol-558840,120
W-Pol-562800,372
W-Pol-712176,77
W-Pol-712190,232
W-Pol-731113,254
W-Pol-868065,514
W-Por-132172,68
W-Por-132277,286
W-Por-132293,295
W-Por-132300,82
W-Por-132324,1355
W-Por-132335,2
W-Por-132362,120
W-Por-132378,239
W-Por-132457,125
W-Por-132463,128
W-Por-132491,61
W-Por-132521,345
W-Por-132544,191
W-Por-132652,84
W-Por-133107,454
W-Por-133192,142
W-Por-133218,280
W-Por-133928,413
W-Por-134083,61
W-Por-134106,1408
W-Por-134110,100
W-Por-134121,495
W-Por-134131,14
W-Por-134146,85
W-Por-134224,436
W-Por-134235,365
W-Por-134240,559
W-Por-134241,44
W-Por-134257,530
W-Por-134275,133
W-Por-134307,144
W-Por-134311,43
W-Por-134317,87
W-Por-134348,91
W-Por-134349,104
W-Por-134380,152
W-Por-150225,57
W-Por-157411,180
W-Por-164219,107
W-Por-164324,158
W-Por-164758,221
W-Por-164760,465
W-Por-164823,80
W-Por-164824,39
W-Por-164827,134
W-Por-164851,122
W-Por-164885,46
W-Por-164900,85
W-Por-164941,94
W-Por-164951,108
W-Por-164974,127
W-Por-165009,139
W-Por-165020,208
W-Por-165051,118
W-Por-165081,65
W-Por-165107,89
W-Por-165108,79
W-Por-165122,187
W-Por-165352,34
W-Por-165359,107
W-Por-165472,206
W-Por-165493,155
W-Por-165501,177
W-Por-165502,178
W-Por-165509,136
W-Por-165525,184
W-Por-165550,124
W-Por-165558,206
W-Por-165581,170
W-Por-165655,161
W-Por-165702,146
W-Por-165708,1
W-Por-165739,195
W-Por-165882,137
W-Por-165956,16
W-Por-166023,236
W-Por-166037,47
W-Por-166293,177
W-Por-166665,90
W-Por-166666,207
W-Por-166674,19
W-Por-166701,115
W-Por-166774,11
W-Por-166775,82
W-Por-166776,324
W-Por-166799,42
W-Por-166814,193
W-Por-166894,131
W-Por-166934,10
W-Por-166984,195
W-Por-167343,228
W-Por-167346,94
W-Por-167436,41
W-Por-167841,116
W-Por-168021,114
W-Por-168071,74
W-Por-168168,138
W-Por-168252,39
W-Por-168323,181
W-Por-168379,600
W-Por-168482,178
W-Por-168799,112
W-Por-169016,141
W-Por-169121,169
W-Por-169306,152
W-Por-169379,207
W-Por-169632,132
W-Por-169636,121
W-Por-169642,92
W-Por-169648,232
W-Por-169649,111
W-Por-169655,35
W-Por-169656,149
W-Por-169675,78
W-Por-169757,9
W-Por-169759,112
W-Por-169763,79
W-Por-169790,89
W-Por-169793,275
W-Por-169843,43
W-Por-169914,184
W-Por-169953,184
W-Por-170070,40
W-Por-170094,105
W-Por-170126,217
W-Por-170154,32
W-Por-170373,197
W-Por-170419,98
W-Por-170425,131
W-Por-170431,196
W-Por-170432,181
W-Por-170437,112
W-Por-170485,224
W-Por-170506,108
W-Por-170531,45
W-Por-170566,134
W-Por-170611,189
W-Por-170613,42
W-Por-170615,207
W-Por-170705,93
W-Por-170712,60
W-Por-170731,85
W-Por-170734,96
W-Por-170741,153
W-Por-170775,13
W-Por-170800,89
W-Por-170835,188
W-Por-170925,204
W-Por-170927,100
W-Por-170932,105
W-Por-170950,72
W-Por-170991,195
W-Por-171077,70
W-Por-171110,2
W-Por-171171,2
W-Por-171202,203
W-Por-171271,38
W-Por-171286,100
W-Por-171291,187
W-Por-171294,64
W-Por-171295,166
W-Por-171308,190
W-Por-171324,137
W-Por-171330,915
W-Por-171354,90
W-Por-171652,235
W-Por-171736,136
W-Por-171796,156
W-Por-174278,141
W-Por-178378,53
W-Por-184445,24
W-Por-190048,36
W-Por-236120,430
W-Por-248192,46
W-Por-378581,70
W-Por-385326,143
W-Por-574368,91
W-Por-597280,103
W-Prl-101157,755
W-Prl-101160,1959
W-Prl-265145,109
W-Pyc-134598,895
W-Pyc-134599,189
W-Pyc-134609,200
W-Pyc-134618,320
W-Pyc-134632,376
W-Pyc-134635,367
W-Pyc-134640,398
W-Pyc-134642,75
W-Pyc-134643,201
W-Pyc-134645,203
W-Pyc-134654,291
W-Pyc-134655,1421
W-Pyc-134659,712
W-Pyc-134660,331
W-Pyc-134662,77
W-Pyc-134663,1838
W-Pyc-134664,1154
W-Pyc-134666,1715
W-Pyc-134667,1418
W-Pyc-134668,113
W-Pyc-134669,190
W-Pyc-134673,216
W-Pyc-134674,161
W-Pyc-134679,400
W-Pyc-134682,1200
W-Pyc-134686,113
W-Pyc-134688,1745
W-Pyc-134690,108
W-Pyc-134693,70
W-Pyc-134694,40
W-Pyc-134696,454
W-Pyc-134697,343
W-Pyc-134701,64
W-Pyc-134707,129
W-Pyc-134708,281
W-Pyc-134712,55
W-Pyc-134716,378
W-Pyc-134719,715
W-Pyc-134723,264
W-Pyc-134725,177
W-Pyc-134729,1801
W-Pyc-134741,250
W-Pyc-134750,10
W-Pyc-150520,537
W-Pyc-150523,241
W-Pyc-158475,113
W-Pyc-158476,1199
W-Pyc-158478,407
W-Pyc-173198,225
W-Pyc-239456,138
W-Pyc-239465,95
W-Pyc-239500,122
W-Pyc-239506,446
W-Pyc-239514,245
W-Pyc-239543,293
W-Pyc-239549,416
W-Pyc-239556,249
W-Pyc-239619,152
W-Pyc-239649,107
W-Pyc-239658,382
W-Pyc-239677,240
W-Pyc-239685,159
W-Pyc-239761,1121
W-Pyc-239816,228
W-Pyc-239846,111
W-Pyc-239859,95
W-Pyc-239872,185
W-Pyc-239883,106
W-Pyc-239886,28
W-Pyc-239888,1054
W-Pyc-239911,208
W-Pyc-239918,260
W-Pyc-239955,25
W-Pyc-239973,145
W-Pyc-240003,123
W-Pyc-240049,142
W-Pyc-240167,166
W-Pyc-240169,54
W-Pyc-240194,60
W-Pyc-240258,185
W-Pyc-240271,386
W-Pyc-240277,1277
W-Pyc-240337,167
W-Pyc-240356,403
W-Pyc-240357,321
W-Pyc-240396,145
W-Pyc-240398,203
W-Pyc-240410,100
W-Pyc-240414,46
W-Pyc-266332,63
W-Scl-1290125,194
W-Scl-135130,946
W-Scl-135147,898
W-Scl-135150,385
W-Scl-135151,187
W-Scl-135152,437
W-Scl-135153,209
W-Scl-135155,235
W-Scl-135156,310
W-Scl-135157,252
W-Scl-135159,1663
W-Scl-135163,367
W-Scl-135167,466
W-Scl-135168,620
W-Scl-135173,97
W-Scl-135177,136
W-Scl-135184,128
W-Scl-135188,213
W-Scl-135189,331
W-Scl-135198,1246
W-Scl-135206,370
W-Scl-135207,248
W-Scl-135208,441
W-Scl-135209,1245
W-Scl-135211,212
W-Scl-135212,118
W-Scl-135215,221
W-Scl-135216,155
W-Scl-157965,202
W-Scl-157967,115
W-Scl-206953,171
W-Scl-206989,40
W-Scl-206994,1
W-Scl-207035,1
W-Scl-207227,1
W-Scl-207238,157
W-Scl-207274,15
W-Scl-207283,15
W-Scl-207291,10
W-Scl-207303,17
W-Scl-207309,11
W-Scl-207315,11
W-Scl-207418,1
W-Scl-207432,99
W-Scl-207494,17
W-Scl-207516,318
W-Scl-207517,182
W-Scl-210722,50
W-Scl-212178,1
W-Scl-216134,55
W-Scl-216135,136
W-Scl-286718,964
W-Scl-286719,209
W-Scl-286778,96
W-Scl-286780,165
W-Scl-286782,74
W-Scl-286785,217
W-Scl-286789,143
W-Scl-286791,266
W-Scl-286803,144
W-Scl-286830,148
W-Scl-286842,114
W-Scl-286847,287
W-Scl-286849,245
W-Scl-286861,187
W-Scl-286865,68
W-Scl-286868,377
W-Scl-286959,223
W-Scl-286983,137
W-Scl-286986,196
W-Scl-287035,76
W-Scl-287037,69
W-Scl-287052,6
W-Scl-287062,18
W-Scl-287092,373
W-Scl-287097,160
W-Scl-287099,68
W-Scl-287100,328
W-Scl-287101,91
W-Scl-287102,131
W-Scl-287105,226
W-Scl-287107,153
W-Scl-287108,133
W-Scl-287111,463
W-Scl-287112,11
W-Scl-287125,277
W-Scl-287443,25
W-Scl-287444,84
W-Scl-287445,233
W-Scl-287447,129
W-Scl-287698,11
W-Scl-287747,191
W-Scl-287850,55
W-Scl-287852,116
W-Scl-287853,314
W-Scl-287911,25
W-Scl-287912,184
W-Scl-287914,88
W-Scl-287916,6
W-Scl-287962,337
W-Scl-288227,52
W-Scl-288235,27
W-Scl-288449,16
W-Scl-288889,306
W-Scl-288892,226
W-Scl-288893,76
W-Scl-288902,161
W-Scl-288915,1
W-Scl-288918,1
W-Scl-289178,310
W-Scl-289232,136
W-Scl-289412,95
W-Scl-289503,182
W-Scl-289532,24
W-Scl-289691,383
W-Scl-289697,25
W-Scl-289705,42
W-Scl-289826,102
W-Scl-289891,21
W-Scl-289939,147
W-Scl-290083,185
W-Scl-290266,107
W-Scl-290327,118
W-Scl-290427,147
W-Scl-290497,32
W-Scl-290565,322
W-Scl-290728,327
W-Scl-290837,308
W-Scl-290839,84
W-Scl-290848,186
W-Scl-290973,81
W-Scl-290974,460
W-Scl-291054,241
W-Scl-291055,222
W-Scl-291119,185
W-Scl-291210,186
W-Scl-291246,152
W-Scl-291251,296
W-Scl-346430,190
W-Scl-411268,127
W-Scl-418865,73
W-Scl-430680,178
W-Scl-758252,120
W-Scy-135281,1115
W-Scy-135282,1917
W-Scy-135284,342
W-Scy-135290,610
W-Scy-135291,241
W-Scy-135294,2537
W-Scy-135301,1365
W-Scy-135305,812
W-Scy-135306,1800
W-Scy-135309,819
W-Scy-135311,226
W-Scy-158198,334
W-Scy-220476,297
W-Scy-221098,440
W-Scy-287166,38
W-Scy-287210,72
W-Scy-291140,251
W-Sta-135323,570
W-Sta-287219,103
W-Tha-137246,444
W-Tha-137250,392
W-Tha-137256,272
W-Tha-137266,619
W-Tha-137270,429
W-Tha-137272,910
W-Tha-137273,921
W-Tha-137275,611
W-Tha-137279,368
W-Tha-137281,613
W-Tha-268130,649
W-Tnd-136319,88
W-Tnd-136378,346
W-Tnd-136546,162
W-Tnd-247186,115
W-Tnd-247305,65
W-Tnd-247545,139
W-Tnd-247737,158
W-Tnd-478752,257
W-Tnd-819904,79
W-Tnd-826920,127
W-Tnd-826922,65
W-Zoa-101021,111
W-Zoa-101036,183
W-Zoa-101058,119
W-Zoa-220520,1
W-Zoa-283864,119
W-Zoa-291061,21
WBD-Eup-16,384
WBD-Eup-17,385
WBD-Eup-19,1
WBD-Eup-21,28
WBD-Eup-25,299
WBD-Eup-27,220
WBD-Eup-35,2345
WBD-Eup-37,317
WBD-Eup-44,434
WBD-Eup-47,85
WBD-Eup-49,86
WBD-Eup-50,121
WBD-Eup-51,268
WBD-Eup-55,71
WBD-Eup-56,285
WBD-Eup-57,343
WBD-Eup-61,50
WBD-Eup-64,164
WBD-Eup-65,258
WBD-Eup-67,380
WBD-Eup-68,162
WBD-Eup-71,391
WBD-Eup-72,440
WBD-Eup-78,1778
WBD-Eup-80,171
WBD-Eup-81,658
WBD-Eup-84,1496
WBD-Eup-85,606
WBD-Eup-88,617
WBD-Eup-90,203
WBD-Eup-95,29
WBD-Eup-97,105
wp-132557,93
wp-149184,112
wp-63196,161
