taxon_id,scientific_name,sp_cat,ax_status,n_shared,n_am_only,n_ax_only,mean_am,mean_ax,cor,mean_am_all,mean_ax_all,delta,jaccard,delta_PA,delta_AT,delta_AK,delta_other,delta_GA,n_shared_PA,n_shared_AT,n_shared_AK,n_shared_other,n_shared_GA
135184,Dendrophyllia alternata,coral,ok,19945,515,53414,42.227,57.476,0.348,41.409,42.111,15.25,0.27,NA,25.326,NA,43.448,5.858,NA,9164,NA,237,10544
135195,Flabellum (Ulocyathus) angulare,coral,ok,0,210,52896,NA,NA,NA,1.31,40.876,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0
207366,Galaxea fascicularis,coral,ok,2914,15082,11709,21.474,17.818,0.312,23.856,7.778,-3.656,0.098,-3.656,NA,NA,NA,NA,2914,NA,NA,NA,NA
207094,Acropora humilis,coral,ok,13537,3272,36737,32.238,23.018,0.339,29.871,10.819,-9.219,0.253,-9.219,NA,NA,NA,NA,13537,NA,NA,NA,NA
288254,Acropora tenella,coral,ok,3209,1047,13799,20.192,65.005,0.027,20.361,48.305,44.813,0.178,44.813,NA,NA,NA,NA,3209,NA,NA,NA,NA
758239,Dipsastraea helianthoides,coral,ok,3191,357,13920,18.605,66.45,0.096,17.789,46.907,47.845,0.183,47.845,NA,NA,NA,NA,3191,NA,NA,NA,NA
287088,Fungiacyathus (Bathyactis) symmetricus,coral,ok,60190,16136,256366,52.94,36.584,0.433,49.519,19.859,-16.356,0.181,-31.372,-8.273,NA,32.988,-14.741,16051,24095,0,291,19753
207369,Echinophyllia orpheensis,coral,absent_in_mask,0,3607,0,NA,NA,NA,20.77,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
177819,Leptogorgia hebes,coral,ok,18600,11647,6202,64.26,76.362,0.587,48.683,60.582,12.102,0.51,NA,-3.695,NA,12.432,22.998,NA,6878,NA,1805,9917
207282,Leptoseris scabra,coral,ok,14590,4286,40645,32.077,19.817,0.441,31.465,8.93,-12.26,0.245,-12.26,NA,NA,NA,NA,14590,NA,NA,NA,NA
135211,Madracis asperula,coral,ok,2105,23923,409,71.036,88.671,0.619,62.425,81.112,17.635,0.08,NA,NA,NA,NA,17.635,NA,0,NA,0,2105
207044,Acropora hyacinthus,coral,ok,5645,14226,21260,27.922,21.308,0.211,27.399,10.755,-6.614,0.137,-6.614,NA,NA,NA,NA,5645,NA,NA,NA,NA
288190,Acropora caroliniana,coral,absent_in_mask,0,3196,0,NA,NA,NA,18.33,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207195,Alveopora tizardi,coral,absent_in_mask,0,5005,0,NA,NA,NA,16.302,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
135204,Fungiacyathus (Fungiacyathus) fragilis,coral,ok,75623,31967,142216,14.259,31.189,0.565,12.091,33.692,16.93,0.303,16.93,NA,NA,NA,NA,75623,0,0,0,0
287445,Gardineria paradoxa,coral,ok,22224,12605,10552,57.027,62.792,0.422,54.837,58.357,5.766,0.49,NA,5.262,NA,18.914,5.003,NA,16230,NA,916,5078
100930,Actinauge richardi,coral,absent_in_mask,0,13546,0,NA,NA,NA,53.327,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA
210722,Culicia rubeola,coral,ok,1596,13212,2154,33.926,14.551,0.312,18.505,9.961,-19.375,0.094,-19.375,NA,NA,NA,NA,1596,NA,0,0,NA
287948,Astreopora suggesta,coral,ok,0,3548,9090,NA,NA,NA,17.162,33.609,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
287973,Echinophyllia echinoporoides,coral,ok,0,991,5876,NA,NA,NA,2.967,12.511,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
287850,Isophyllia rigida,coral,ok,5215,3729,4384,59.456,71.373,0.15,44.483,61.57,11.918,0.391,NA,21.004,NA,-6.502,-21.801,NA,3975,NA,372,868
716653,Lithophyllon repanda,coral,ok,2660,15495,7695,18.095,18.072,0.329,22.085,9.18,-0.023,0.103,-0.023,NA,NA,NA,NA,2660,NA,NA,NA,NA
288874,Ctenactis albitentaculata,coral,ok,1290,2331,4500,22.481,21.547,0.404,22.302,8.219,-0.935,0.159,-0.935,NA,NA,NA,NA,1290,NA,NA,NA,NA
289254,Alveopora catalai,coral,absent_in_mask,0,5152,0,NA,NA,NA,18.15,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207617,Euphyllia glabrescens,coral,ok,2668,833,11400,16.848,21.998,0.142,15.054,8.286,5.15,0.179,5.15,NA,NA,NA,NA,2668,NA,NA,NA,NA
207020,Acropora acuminata,coral,ok,2810,44,18750,10.489,14.872,0.041,10.386,7.082,4.383,0.13,4.383,NA,NA,NA,NA,2810,NA,NA,NA,NA
207055,Acropora samoensis,coral,ok,4235,12634,12890,27.812,13.848,0.19,26.761,7.215,-13.964,0.142,-13.964,NA,NA,NA,NA,4235,NA,NA,NA,NA
730688,Isopora brueggemanni,coral,absent_in_mask,0,6666,0,NA,NA,NA,11.243,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207087,Acropora spicifera,coral,absent_in_mask,0,3979,0,NA,NA,NA,13.345,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
287125,Astrangia solitaria,coral,ok,26537,6162,15431,57.682,70.524,0.396,50.826,60.879,12.842,0.551,NA,8.13,NA,3.159,19.773,NA,13148,NA,1857,11532
135156,Deltocyathus italicus,coral,ok,42640,35105,34754,53.751,59.083,0.671,46.038,45.841,5.331,0.379,-33.021,3.039,NA,45.68,16.649,3690,22838,NA,397,15715
283249,Eunicea knighti,coral,ok,16900,11067,8647,62.628,80.075,0.427,53.939,64.582,17.447,0.462,NA,3.667,NA,11.446,30.927,NA,7191,NA,1631,8078
207421,Echinopora lamellosa,coral,ok,1788,3411,4746,24.007,20.106,0.216,19.208,8.458,-3.901,0.18,-3.901,NA,NA,NA,NA,1788,NA,NA,NA,NA
135205,Fungiacyathus (Bathyactis) marenzelleri,coral,ok,396596,47167,11199,61.281,49.527,0.39,58.083,49.864,-11.754,0.872,-12.291,2.886,-20.131,27.281,22.062,197502,43647,137263,409,17775
592997,Halcampoides purpureus,coral,ok,17034,2043,27498,48.648,61.689,0.249,47.055,53.556,13.041,0.366,10.267,NA,15.819,7.363,NA,4515,NA,9888,2631,NA
207220,Goniopora planulata,coral,absent_in_mask,0,2505,0,NA,NA,NA,11.072,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
430639,Acanthastrea brevis,coral,ok,2277,5,20418,7.858,60.841,-0.032,7.85,40.198,52.983,0.1,52.983,NA,NA,NA,NA,2277,NA,NA,NA,NA
207057,Acropora listeri,coral,ok,5673,11417,30067,29.736,13.084,0.232,30.227,8.117,-16.652,0.12,-16.652,NA,NA,NA,NA,5673,NA,NA,NA,NA
716448,Cycloseris fragilis,coral,ok,3244,377,56062,23.255,65.013,0.123,22.302,33.774,41.758,0.054,41.758,NA,NA,NA,NA,3244,NA,NA,NA,NA
100872,Diadumene cincta,coral,ok,5366,412,5620,29.114,14.973,0.309,28.002,11.651,-14.141,0.471,-16.119,NA,NA,28.664,NA,5129,NA,0,237,NA
207274,Gardineroseris planulata,coral,ok,12881,7520,21439,33.409,19.086,0.359,27.645,10.116,-14.323,0.308,-14.323,NA,NA,NA,NA,12881,NA,NA,0,NA
100954,Hormathia nodosa,coral,ok,6178,12,11745,75.44,79.515,0.441,75.394,47.591,4.075,0.344,NA,4.213,NA,1.029,NA,NA,5910,NA,268,NA
430655,Acropora speciosa,coral,ok,4351,3862,18356,19.272,13.33,0.146,22.307,7.216,-5.942,0.164,-5.942,NA,NA,NA,NA,4351,NA,NA,NA,NA
288214,Acropora kimbeensis,coral,absent_in_mask,0,3235,0,NA,NA,NA,21.741,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
288266,Acropora willisae,coral,absent_in_mask,0,3741,0,NA,NA,NA,12.607,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1487790,Astraeosmilia curvata,coral,absent_in_mask,0,3568,0,NA,NA,NA,18.05,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207444,Favites flexuosa,coral,ok,2106,2353,18528,18.107,9.545,0.101,16.384,5.336,-8.562,0.092,-8.562,NA,NA,NA,NA,2106,NA,NA,NA,NA
207211,Goniopora tenuidens,coral,ok,675,4720,1728,34.943,10.936,0.145,24.081,4.826,-24.007,0.095,-24.007,NA,NA,NA,NA,675,NA,NA,NA,NA
550314,Homophyllia australis,coral,ok,3272,385,13839,29.507,61.506,0.158,28.48,44.876,31.999,0.187,31.999,NA,NA,NA,NA,3272,NA,NA,NA,NA
287997,Hydnophora pilosa,coral,ok,3272,385,13839,29.332,63.518,0.013,28.295,49.832,34.185,0.187,34.185,NA,NA,NA,NA,3272,NA,NA,NA,NA
207284,Leptoseris gardineri,coral,ok,4299,2672,26789,27.51,52.661,0.147,23.346,38.876,25.151,0.127,25.151,NA,NA,NA,NA,4299,NA,NA,NA,NA
207201,Alveopora verrilliana,coral,ok,3954,1501,31384,29.328,58.872,0.035,25.192,40.103,29.543,0.107,29.543,NA,NA,NA,NA,3954,NA,NA,NA,NA
762420,Astrea annuligera,coral,ok,1853,938,16014,8.819,61.381,0.098,8.883,33.348,52.562,0.099,52.562,NA,NA,NA,NA,1853,NA,NA,NA,NA
289743,Crispatotrochus rubescens,coral,ok,7257,3747,42467,38.376,29.193,0.488,33.474,21.447,-9.183,0.136,-9.183,NA,NA,NA,NA,7257,NA,NA,NA,NA
207210,Goniopora djiboutiensis,coral,ok,1654,3679,4057,29.719,8.618,0.176,22.997,5.075,-21.101,0.176,-21.101,NA,NA,NA,NA,1654,NA,NA,NA,NA
286285,Leptogorgia stheno,coral,ok,19105,20305,4159,69.932,65.568,0.553,66.125,58.072,-4.364,0.438,NA,-10.341,NA,-21.858,3.692,NA,8287,NA,1472,9346
177735,Acanthogorgia aspera,coral,ok,25191,350,35507,52.897,74.388,0.36,52.598,55.156,21.492,0.413,NA,19.18,NA,32.883,22.849,NA,10995,NA,613,13583
207074,Acropora loripes,coral,ok,4264,14077,17560,24.307,11.79,0.25,25.895,5.31,-12.517,0.119,-12.517,NA,NA,NA,NA,4264,NA,NA,NA,NA
207000,Acropora robusta,coral,ok,5921,11159,24211,30.383,21.133,0.238,30.073,10.428,-9.25,0.143,-9.25,NA,NA,NA,NA,5921,NA,NA,NA,NA
286751,Caryophyllia (Caryophyllia) lamellifera,coral,ok,9797,6417,61388,32.034,19.072,0.518,28.84,14.281,-12.963,0.126,-12.963,NA,NA,NA,NA,9797,NA,NA,NA,NA
288232,Acropora pichoni,coral,absent_in_mask,0,3540,0,NA,NA,NA,17.087,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207221,Goniopora columna,coral,ok,1140,3521,7492,16.622,10.49,0.206,16.292,3.585,-6.132,0.094,-6.132,NA,NA,NA,NA,1140,NA,NA,NA,NA
135206,Guynia annulata,coral,ok,41098,1149,40911,51.545,61.813,0.575,50.853,38.269,10.268,0.494,NA,6.011,NA,16.782,15.729,0,23357,NA,2414,15327
207406,Hydnophora rigida,coral,ok,1585,1989,9281,21.384,14.065,0.226,19.324,6.517,-7.318,0.123,-7.318,NA,NA,NA,NA,1585,NA,NA,NA,NA
206995,Acropora valenciennesii,coral,ok,672,6366,4173,14.141,15.187,0.333,11.764,4.428,1.046,0.06,1.046,NA,NA,NA,NA,672,NA,NA,NA,NA
286346,Bebryce parastellata,coral,ok,31173,9242,22687,58.497,63.934,0.392,59.391,45.463,5.437,0.494,NA,-0.046,NA,9.377,13.691,NA,18316,NA,1322,11535
762427,Coelastrea aspera,coral,ok,35,647,8700,38.086,4.046,0.333,29.31,4.69,-34.04,0.004,-34.04,NA,NA,NA,NA,35,NA,NA,NA,NA
290286,Letepsammia formosissima,coral,ok,392,9038,8391,32.205,28.515,0.35,27.402,23.465,-3.691,0.022,-3.691,NA,NA,NA,NA,392,NA,NA,NA,NA
207049,Acropora palmerae,coral,ok,3620,2594,17908,27.955,59.298,0.103,25.929,41.375,31.343,0.15,31.343,NA,NA,NA,NA,3620,NA,NA,NA,NA
286731,Caryophyllia (Caryophyllia) berteriana,coral,ok,35080,3764,28581,49.608,65.679,0.589,46.167,49.088,16.071,0.52,NA,8.992,NA,20.385,26.354,NA,20524,NA,738,13818
135194,Flabellum (Ulocyathus) alabastrum,coral,ok,7970,427,31279,43.199,44.004,0.742,41.739,39.4,0.804,0.201,NA,0.804,NA,NA,NA,NA,7970,NA,0,0
888140,Lobophyllia recta,coral,ok,650,4605,9703,24.872,8.344,0.06,20.382,6.201,-16.529,0.043,-16.529,NA,NA,NA,NA,650,NA,NA,NA,NA
287107,Madracis decactis,coral,ok,14215,4735,10338,63.892,67.614,0.494,60.611,55.888,3.722,0.485,NA,-12.951,NA,9.86,9.313,NA,3603,NA,1372,9240
289412,Anthemiphyllia dentata,coral,ok,1870,45108,1386,25.224,12.783,0.237,19.435,10.244,-12.441,0.039,-12.441,NA,NA,NA,NA,1870,NA,0,0,NA
286913,Balanophyllia (Balanophyllia) cyathoides,coral,ok,20215,2153,19709,45.15,62.294,0.398,42.045,51.082,17.144,0.48,NA,11.652,NA,10.986,21.113,NA,7962,NA,483,11770
207613,Coeloseris mayeri,coral,ok,1877,914,6861,9.874,9.729,0.035,8.883,5.117,-0.145,0.194,-0.145,NA,NA,NA,NA,1877,NA,NA,NA,NA
207050,Acropora polystoma,coral,ok,0,3511,3382,NA,NA,NA,15.676,8.8,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
289898,Entacmaea quadricolor,coral,ok,1818,1576,7686,8.091,14.82,0.052,12.256,9.148,6.729,0.164,6.729,NA,NA,NA,NA,1818,NA,NA,NA,NA
156101,Gersemia fruticosa,coral,ok,136622,60991,68634,39.029,56.026,0.004,34.59,48.351,16.997,0.513,4.262,22.352,15.035,39.562,34.783,7420,14189,103508,3552,7953
289877,Echinomorpha nishihirai,coral,ok,0,5435,2630,NA,NA,NA,25.316,8.983,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
158286,Leptogorgia setacea,coral,ok,29810,4392,6143,57.785,74.039,0.594,53.041,64.822,16.254,0.739,NA,7.384,NA,27.872,25.496,NA,15625,NA,3155,11030
207289,Leptoseris explanata,coral,ok,1486,2062,3894,19.802,24.939,0.207,17.162,10.363,5.137,0.2,5.137,NA,NA,NA,NA,1486,NA,NA,NA,NA
135147,Cladocora debilis,coral,ok,26923,86153,9708,66.854,69.862,0.597,35.852,60.173,3.008,0.219,NA,-0.855,NA,4.645,5.946,0,11317,0,1644,13962
1289661,Favites magnistellata,coral,ok,3020,491,10268,16.45,13.714,0.126,15.345,10.955,-2.736,0.219,-2.736,NA,NA,NA,NA,3020,NA,NA,NA,NA
288271,Goniopora eclipsensis,coral,ok,3273,2208,13627,31.324,55.484,0.224,27.093,37.741,24.16,0.171,24.16,NA,NA,NA,NA,3273,NA,NA,NA,NA
286759,Caryophyllia (Caryophyllia) polygona,coral,ok,24068,408,22931,54.955,64.21,0.617,54.222,42.685,9.256,0.508,NA,2.107,NA,-17.955,15.5,NA,10737,NA,194,13137
135142,Caryophyllia (Caryophyllia) sarsiae,coral,ok,5304,27978,7398,45.563,45.974,0.427,51.881,37.513,0.411,0.13,NA,0.411,NA,NA,NA,NA,5304,NA,0,0
286807,Deltocyathus suluensis,coral,ok,469,10019,5966,10.883,9.222,0.139,33.411,9.836,-1.662,0.029,-1.662,NA,NA,NA,NA,469,NA,NA,NA,NA
504003,Crispatotrochus septumdentatus,coral,absent_in_mask,0,3654,0,NA,NA,NA,10.544,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
287961,Cynarina lacrymalis,coral,ok,0,6335,643,NA,NA,NA,14.865,4.848,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
288272,Goniopora fruticosa,coral,ok,3113,2282,14311,30.136,10.728,0.213,24.798,9.9,-19.408,0.158,-19.408,NA,NA,NA,NA,3113,NA,NA,NA,NA
716645,Lithophyllon concinna,coral,ok,3229,818,22940,14.507,10.469,0.033,14.456,9.768,-4.038,0.12,-4.038,NA,NA,NA,NA,3229,NA,NA,NA,NA
1048074,Fimbriaphyllia divisa,coral,absent_in_mask,0,179,0,NA,NA,NA,1.512,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207008,Acropora paniculata,coral,ok,2962,13740,13707,22.233,22.528,0.13,25.43,13.368,0.295,0.097,0.295,NA,NA,NA,NA,2962,NA,NA,NA,NA
289244,Anacropora spinosa,coral,ok,3148,11,13367,15.877,58.471,0.087,15.875,43.095,42.594,0.19,42.594,NA,NA,NA,NA,3148,NA,NA,NA,NA
207123,Astreopora ocellata,coral,ok,3191,881,19574,18.305,60.467,-0.017,15.677,40.587,42.162,0.135,42.162,NA,NA,NA,NA,3191,NA,NA,NA,NA
286920,Balanophyllia (Balanophyllia) elegans,coral,ok,14907,5986,17803,45.898,68.364,0.44,35.589,43.731,22.467,0.385,25.422,NA,21.484,18.668,NA,5477,NA,6974,2456,NA
289534,Briareum asbestinum,coral,ok,19518,13338,11977,50.059,46.241,0.05,47.265,43.84,-3.818,0.435,NA,5.26,NA,-33.805,-13.948,NA,11218,NA,894,7406
289783,Dactylotrochus cervicornis,coral,ok,7123,5414,13799,36.894,18.457,0.477,33.145,15.014,-18.437,0.27,-18.437,NA,NA,NA,NA,7123,NA,NA,NA,NA
135155,Deltocyathus eccentricus,coral,ok,25426,8974,13060,53.504,66.936,0.588,44.738,54.596,13.432,0.536,NA,13.45,NA,28.878,12.812,NA,13397,NA,449,11580
213024,Dendronephthya mucronata,coral,ok,2970,2323,32230,22.447,12.906,0.125,20.063,8.688,-9.541,0.079,-9.541,NA,NA,NA,NA,2970,NA,NA,NA,NA
758219,Dipsastraea speciosa,coral,ok,3107,14965,9417,22.155,14.787,0.277,24.087,7.252,-7.368,0.113,-7.368,NA,NA,NA,NA,3107,NA,NA,NA,NA
289891,Endopachys grayi,coral,ok,25042,2861,54235,30.609,34.643,0.433,30.146,24.747,4.034,0.305,3.959,NA,NA,70.814,NA,25014,NA,NA,28,NA
207474,Leptastrea transversa,coral,ok,10939,9177,17378,35.213,25.404,0.389,28.538,13.644,-9.809,0.292,-9.809,NA,NA,NA,NA,10939,NA,NA,NA,NA
207386,Blastomussa wellsi,coral,absent_in_mask,0,5443,0,NA,NA,NA,25.19,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
100842,Glandulactis spetsbergensis,coral,ok,33554,97638,44765,25.28,63.59,0.095,22.814,39.897,38.31,0.191,NA,NA,40.222,-7.361,NA,NA,NA,32206,1348,NA
286219,Leptogorgia cardinalis,coral,ok,22574,17764,6000,64.962,60.452,0.5,52.41,52.728,-4.51,0.487,NA,-15.53,NA,6.381,4.159,NA,10103,NA,1451,11020
288182,Acropora abrolhosensis,coral,absent_in_mask,0,1715,0,NA,NA,NA,5.099,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207196,Alveopora fenestrata,coral,ok,3282,2191,13821,32.033,59.618,0.232,27.6,41.132,27.585,0.17,27.585,NA,NA,NA,NA,3282,NA,NA,NA,NA
135151,Concentrotheca laevigata,coral,ok,30201,223,22964,46.26,56.821,0.594,46.13,50.639,10.561,0.566,NA,7.914,NA,34.957,14.214,NA,19364,NA,562,10275
207385,Blastomussa merleti,coral,absent_in_mask,0,3511,0,NA,NA,NA,15.345,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
762428,Coelastrea palauensis,coral,ok,1348,2125,6520,11.008,9.316,-0.01,12.894,4.026,-1.693,0.135,-1.693,NA,NA,NA,NA,1348,NA,NA,NA,NA
207416,Cyphastrea microphthalma,coral,ok,3074,2187,10956,26.786,11.485,0.176,21.836,6.201,-15.301,0.19,-15.301,NA,NA,NA,NA,3074,NA,NA,NA,NA
207097,Acropora gemmifera,coral,ok,13478,6364,19371,31.509,23.301,0.382,27.207,13.863,-8.208,0.344,-8.208,NA,NA,NA,NA,13478,NA,NA,NA,NA
207040,Acropora selago,coral,ok,1102,14806,4486,11.079,9,0.006,21.73,4.498,-2.079,0.054,-2.079,NA,NA,NA,NA,1102,NA,NA,NA,NA
289503,Bathypsammia tintinnabulum,coral,ok,18350,6656,18271,48.419,59.956,0.735,44.669,35.471,11.537,0.424,NA,24.279,NA,2.846,-0.634,NA,8927,NA,271,9152
289169,Cryptodendrum adhaesivum,coral,ok,12004,6423,37105,22.911,27.296,0.267,19.858,15.708,4.385,0.216,4.385,NA,NA,NA,NA,12004,NA,NA,0,NA
207417,Diploastrea heliopora,coral,ok,2122,2784,3812,20.964,29.161,0.155,17.56,14.863,8.197,0.243,8.197,NA,NA,NA,NA,2122,NA,NA,NA,NA
758240,Dipsastraea matthaii,coral,ok,4871,14010,12782,30.666,14.211,0.281,32.437,7.843,-16.455,0.154,-16.455,NA,NA,NA,NA,4871,NA,NA,NA,NA
283262,Eunicea succinea,coral,ok,10761,8447,14631,51.369,77.811,0.154,41.322,64.62,26.442,0.318,NA,22.531,NA,4.494,42.236,NA,5819,NA,1465,3477
207402,Hydnophora microconos,coral,ok,5145,13893,18481,26.477,24.788,0.341,27.476,11.508,-1.689,0.137,-1.689,NA,NA,NA,NA,5145,NA,NA,NA,NA
288235,Acropora prolifera,coral,ok,4567,1001,9109,54.488,57.339,0.303,50.736,43.78,2.851,0.311,NA,-5.586,NA,12.989,24.094,NA,3134,NA,360,1073
716608,Danafungia horrida,coral,ok,3510,15449,9917,24.881,12.079,0.3,27.093,6.134,-12.802,0.122,-12.802,NA,NA,NA,NA,3510,NA,NA,NA,NA
504175,Caryophyllia (Caryophyllia) versicolorata,coral,absent_in_mask,0,5577,0,NA,NA,NA,9.068,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
283263,Eunicea tourneforti,coral,ok,14328,9667,11231,54.79,76.549,0.272,44.637,68.472,21.76,0.407,NA,16.881,NA,3.106,32.556,NA,7118,NA,1464,5746
763067,Goniastrea stelligera,coral,ok,5061,13420,15295,30.98,27.742,0.311,32.345,13.557,-3.238,0.15,-3.238,NA,NA,NA,NA,5061,NA,NA,NA,NA
288878,Acanthastrea hemprichii,coral,ok,0,1775,2993,NA,NA,NA,3.913,2.379,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
212177,Anacropora forbesi,coral,absent_in_mask,0,4230,0,NA,NA,NA,19.646,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
716299,Cycloseris mokai,coral,absent_in_mask,0,3621,0,NA,NA,NA,22.302,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
288117,Galaxea paucisepta,coral,ok,2509,5,14595,6.806,61.628,0.005,6.81,46.385,54.822,0.147,54.822,NA,NA,NA,NA,2509,NA,NA,NA,NA
290088,Heteractis aurora,coral,ok,0,2675,411,NA,NA,NA,11.41,6.46,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
503251,Caryophyllia (Caryophyllia) concreta,coral,ok,2181,1208,16969,9.627,18.117,0.025,7.865,8.202,8.49,0.107,8.49,NA,NA,NA,NA,2181,NA,NA,NA,NA
287019,Flabellum (Ulocyathus) moseleyi,coral,ok,24362,9193,20527,55.729,54.325,0.691,50.225,38.126,-1.404,0.45,NA,-5.88,NA,-17.74,3.622,NA,12107,NA,347,11908
290288,Letepsammia superstes,coral,ok,5398,5718,41072,34.313,12.502,0.345,28.903,10.205,-21.811,0.103,-21.811,NA,NA,NA,NA,5398,NA,NA,NA,NA
207287,Leptoseris yabei,coral,ok,0,3548,12327,NA,NA,NA,17.162,16.255,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
207069,Acropora echinata,coral,ok,0,3511,1422,NA,NA,NA,15.648,13.366,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
758235,Dipsastraea laxa,coral,ok,0,3449,4989,NA,NA,NA,13.2,15.705,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
287010,Flabellum (Ulocyathus) hoffmeisteri,coral,ok,0,10861,6520,NA,NA,NA,25.358,7.729,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
288244,Acropora sarmentosa,coral,ok,766,15628,1535,10.104,8.436,0.085,24.217,5.312,-1.668,0.043,-1.668,NA,NA,NA,NA,766,NA,NA,NA,NA
207192,Alveopora allingi,coral,ok,3954,1337,27117,29.473,52.877,0.062,24.722,32.863,23.404,0.122,23.404,NA,NA,NA,NA,3954,NA,NA,NA,NA
103323,Bathypathes patula,coral,ok,423278,25898,15039,49.762,42.496,0.41,47.959,42.321,-7.266,0.912,-15.945,-16.533,9.693,29.565,-13.719,217955,44106,141519,638,19060
207208,Goniopora lobata,coral,ok,2330,3073,3368,32.59,8.621,0.193,24.851,4.997,-23.969,0.266,-23.969,NA,NA,NA,NA,2330,NA,NA,NA,NA
288262,Acropora vaughani,coral,ok,5255,11612,24915,23.61,10.997,0.103,22.325,7.481,-12.613,0.126,-12.613,NA,NA,NA,NA,5255,NA,NA,NA,NA
287915,Agaricia lamarcki,coral,ok,1691,753,7002,67.523,46.149,0.471,57.187,53.041,-21.374,0.179,NA,-21.374,NA,NA,NA,NA,1691,NA,0,0
520669,Annella mollis,coral,ok,1368,3782,1043,22.64,15.436,0.161,18.138,12.99,-7.205,0.221,-7.205,NA,NA,NA,NA,1368,NA,NA,NA,NA
207125,Astreopora listeri,coral,ok,4098,4112,16508,27.304,11.895,0.238,23.315,5.152,-15.409,0.166,-15.409,NA,NA,NA,NA,4098,NA,NA,NA,NA
207363,Herpolitha limax,coral,ok,3562,15403,12234,27.28,11.853,0.243,27.463,5.665,-15.427,0.114,-15.427,NA,NA,NA,NA,3562,NA,NA,NA,NA
207393,Lobophyllia costata,coral,ok,3304,2169,18850,32.183,27.52,0.291,27.775,16.922,-4.663,0.136,-4.663,NA,NA,NA,NA,3304,NA,NA,NA,NA
289744,Crispatotrochus rugosus,coral,ok,3677,11305,24243,47.668,19.238,0.588,30.862,11.029,-28.43,0.094,-28.43,NA,NA,NA,NA,3677,NA,NA,NA,NA
207449,Favites abdita,coral,ok,1626,3715,6951,27.458,21.758,0.276,21.929,7.573,-5.699,0.132,-5.699,NA,NA,NA,NA,1626,NA,NA,NA,NA
716542,Lobactis scutaria,coral,ok,14346,5013,26869,38.911,25.261,0.425,35.328,13.044,-13.65,0.31,-13.65,NA,NA,NA,NA,14346,NA,NA,NA,NA
283337,Anthopleura artemisia,coral,ok,28447,4311,31607,47.91,58.033,0.337,43.835,39.168,10.123,0.442,27.974,NA,6.998,0.847,NA,5411,NA,19037,3999,NA
283864,Epizoanthus scotinus,coral,ok,15579,1315,38680,44.832,77.811,0.432,42.699,51.007,32.979,0.28,44.662,NA,33.483,10.754,NA,4299,NA,8820,2460,NA
207006,Acropora horrida,coral,ok,1653,14909,7200,24.834,8.861,-0.024,17.999,5.747,-15.974,0.07,-15.974,NA,NA,NA,NA,1653,NA,NA,NA,NA
207114,Acropora longicyathus,coral,ok,1821,14860,6905,21.856,10.591,-0.039,26.608,6.483,-11.265,0.077,-11.265,NA,NA,NA,NA,1821,NA,NA,NA,NA
430660,Astreopora scabra,coral,ok,5071,1031,25745,29.355,65.107,0.088,27.862,48.514,35.751,0.159,35.751,NA,NA,NA,NA,5071,NA,NA,NA,NA
378316,Calcigorgia spiculifera,coral,ok,13104,1187,42464,47.369,69.889,0.204,45.509,51.956,22.52,0.231,72.421,NA,23.583,6.361,NA,524,NA,10285,2295,NA
